property_id,type,description,list_price,last_sold_price,sqft,stories,beds,baths,garage,zip_code,city
NY003127GAUD,single_family,No additional info available,0,2225000,2268,2,0,0,0,11225,Brooklyn
NY003128JVZV,single_family,"New to the Market and in the Heart of Manorville This Beautifully Maintained 5 Bedroom, 3 Bathroom Colonial is Located in the Prestigious Old Neck Estates. Sitting on Just Shy of an Acre and Boasting Over 3, 000 Sq Ft of Interior Living Space This Home Offers a Spacious and Functional Layout that is Ideal for Everyday Living and is Perfect for the Growing Family. Starting with the First Level, there is a Grand 2-Story Foyer, Formal Living Room, Den with True Masonry, Wood-burning Fireplace, Formal Dining Room, Generous Sized, Open Eat-in Kitchen with Granite Counters, Custom Backsplash and Stainless Appliances, Oversized First Floor Guest Bedroom / Home Office - All with Wood Flooring Flowing Throughout and Full ADA Compliant Bathroom - with Stand-up Shower. The Second Level Features: an Oversized Primary Suite with Sitting Area, Walk-in Closet, and a Newly Updated, Full Primary Bathroom, which Boasts Custom Walk-in Shower, Soaking Tub, Granite Vanity and Tile Flooring. There are an Additional 3 Bedrooms - All Generously Sized and a Full Bathroom. Additional Homes Amenities and Updates Include: Full Basement, with 8 Ft Ceiling, Serves as an Expansive Blank Canvas that is Ideal for Customizing Additional Living, Entertaining, or Recreation Space that Can Be Tailored to the Buyers Lifestyle, 3-Zone Central Air, 12-Zone In-ground Sprinklers, 200 Amp Electric, Updated Composite, Wrap-around Porch, Belgium Block Lined, Multi-Car Driveway, Attached Garage, Fenced Backyard Featuring: New 30X 30Composite Deck, Complete with Custom Dog Ramp, Shed, and Plenty of Room to Create Your Own Backyard Oasis. Amazing Location Offering Easy Access to Major Roads and Local Amenities, such as, Ocean Beaches, Parks, Shopping and Just 20 Minutes to the Hamptons. Eastport South Manor Schools.",999000,975000,3046,2,5,3,1,11949,Manorville
NY003129GSGU,single_family,"Welcome home to 10454 Gillate, a beautifully crafted new-build ranch home, set on a serene 5+ acre lot! Thoughtfully designed with modern comforts and high-end finishes, this home blends luxury with everyday comfort & functionality. Step into an impressive open-concept living and dining area highlighted by soaring cathedral ceilings. Sunlight pours through the expansive windows, illuminating the rich hardwood floors and enhancing the home's warm elegant design. The kitchen features sleek granite countertops with plenty of counterspace & cabinets as well as a walk-in pantry and laundry room/mud room. The spacious primary suite is your personal retreat complete with a spa-like en-suite with a soaking tub, gorgeous walk-in shower with dual shower heads, a dual sink vanity and two walk-in closets! Two additional generously sized bedrooms provide flexibility for family, guests or a home office. The full basement with 9-foot ceilings present endless possibilities- future living space and/or ample storage. The finished two car garage is perfect for parking, tools or hobbies. Relax outdoors on the covered front porch or on the back deck to fully enjoy the peaceful setting of your own little piece of paradise! *Some pictures have been virtually staged* OPEN HOUSE, Sat., 3/14 (1-3pm)",569900,545000,2200,1,3,2,2,14005,Alexander
NY003130F4HQ,single_family,"Welcome to [Redacted Address]nue in the coveted Stearns Park section of the Incorporated Village of Freeport - a completely rebuilt Colonial that blends timeless architecture with elevated modern luxury. Reconstructed down to the studs, this exceptional residence showcases a total transformation with a brand new roof, new siding, new driveway, new windows, new deck and entirely new interiors, delivering the peace of mind and sophistication today's discerning buyer expects. Set on an oversized 100 x 125 property along a picturesque tree-lined street, the home offers striking curb appeal and a commanding presence. Inside, sun-filled spaces highlight wide-plank flooring, refined architectural detailing, and a seamless open layout designed for both elegant entertaining and everyday comfort. The designer kitchen serves as the centerpiece, featuring custom cabinetry, premium stainless steel appliances, dramatic stone countertops, and an expansive island that anchors the living and dining areas with effortless flow. Four beautifully proportioned bedrooms and three impeccably designed full baths provide comfort and flexibility, while the primary retreat offers a serene, spa-inspired escape with elevated finishes and thoughtful craftsmanship. A fully finished basement expands the lifestyle potential, ideal for recreation, media, wellness, or sophisticated entertaining. The expansive backyard offers an impressive sense of openness and scale, providing exceptional outdoor space rarely found in this neighborhood. Located within the Baldwin School District and minutes from marina access, Freeport Creek, and the vibrant Nautical Mile, this home delivers refined coastal living in a peaceful residential setting. Every element is brand new, meticulously curated, and executed with intention - offering a rare opportunity to own a truly turn-key luxury residence in one of Freeport's most desirable neighborhoods. Select images have been virtually staged to showcase the home's full design potential and spatial possibilities. The photographer was unable to see the correct exterior features due to the amount of snow so please just use the outside renderings as a guide. Once the new driveway and new deck are added, we can update the photography. Hempstead property taxes are $12,[Redacted Address] taxes are $5,043.",975000,960000,2490,3,4,3,0,11520,Freeport
NY0031311WOR,single_family,"A rare and distinguished waterfront estate in the heart of Center Moriches, this six-bedroom residence seamlessly blends timeless character with an elevated coastal lifestyle. Originally built in the 1890s, the home is rich in old-world charm, showcasing classic architectural details, refined proportions, and a warmth that speaks to its history. Thoughtfully renovated, it has been updated to incorporate all the modern conveniences today's luxury buyer expects, while carefully preserving the integrity and craftsmanship of its era. The result is a residence that feels both elegant and effortlessly livable. The interiors are bright and airy, offering beautifully scaled rooms ideal for both intimate living and gracious entertaining. Every space reflects a balance of historic character and modern refinement, creating a home that is as functional as it is inviting. Outdoors, the estate is designed for true resort-style living. A beautifully appointed pool is complemented by an outdoor bar, creating the perfect setting for summer entertaining. A charming carriage house adds both character and functionality, serving as a garage while also offering a full bathroom and dedicated changing area-ideal for seamless poolside living. Set against a serene waterfront backdrop, the expansive grounds provide privacy and a seamless connection to the coastal landscape, with opportunities for boating, outdoor dining, and relaxed waterfront living. Ideally located, the property enjoys close proximity to Center Moriches' local shops, restaurants, marinas, and beaches, while offering convenient access to the renowned destinations of the Hamptons-bringing world-class dining, ocean beaches, and boutique shopping within easy reach. A truly exceptional offering, this estate captures the romance of a bygone era, enhanced by today's comforts-where history, luxury, and lifestyle come together in perfect harmony.",2995000,2800000,6000,0,6,4,2,11934,Center Moriches
NY003132DRTK,multi_family,No additional info available,0,2749000,2720,3,0,0,0,11216,Brooklyn
NY003133JSCT,multi_family,No additional info available,0,1295000,2253,2,4,3,2,10918,Chester
NY003134TYO2,single_family,"Sophisticated Brick Colonial in Prestigious Roslyn Estates. Exclusively situated within the Roslyn School District, this 5-bedroom, 5.5-bathroombrick Colonial offers an unparalleled blend of classic elegance and modern luxury. The interior is defined by soaring ceilings, rich hardwood flooring, and a seamless open-concept layout designed for high-end entertaining. Beyond the main levels, the expansive finished basement serves as a private club room with a custom-built-in bar. The 1/3-acre grounds are a true sanctuary, featuring a dedicated barbecue station and a rare, climate-controlled glass gazebo for year-round outdoor enjoyment. Located just minutes away from the world-[Redacted Entity] at mericana Manhasset.",2588000,2700000,4359,3,5,6,2,11576,Roslyn
NY003135HOXZ,single_family,"Nestled on over 6 private acres, this spacious 4-bedroom raised ranch offers a peaceful retreat surrounded by mature woods and natural beauty, all while being just minutes from town. Set back from the road and accessed by a picturesque stream, the property provides exceptional privacy and a serene setting. The home features a versatile layout with a fully finished lower level that includes a cozy family room, workshop area, laundry room, one bedroom, and an updated full bathroom-ideal for guests, extended family, or flexible living space. The upper level offers an additional family room, three well-sized bedrooms, an updated full bathroom, and a bright kitchen with a charming eat-in nook, some new backsplash for a fresh look, new appliances, and direct access to the recently updated back deck-perfect for enjoying the peaceful surroundings. Recent updates throughout the home include updated bathrooms, some new flooring, updated lighting fixtures & new ceiling fans. The exterior has also been freshly painted and improved with new landscaping. A partially fenced yard provides space for outdoor enjoyment. Additional outbuildings provide excellent storage and versatility, including a large two-bay detached garage with side awnings and a separate barn-style structure featuring a chicken coop, and two stalls that can house goats! Ideally located just 10 minutes to Cornell University and 7 minutes to Target, this property offers the perfect blend of privacy, space, and convenience",387500,375000,2184,2,4,2,2,13073,Groton
NY00313648VB,single_family,"Farmhouse on 22 Acres Consider this charming farmhouse with original character. Offers a cozy layout and timeless country charm. Set on 22 beautiful acres with open fields and mature trees-perfect for gardening, hobby farming, or simply enjoying peaceful country living. Many updates have been done. All that is needed is your special touches! A unique opportunity to restore a classic home and make it your own.",189000,170000,1480,0,4,2,2,13425,Oriskany Falls
NY003137AHOE,single_family,"[Redacted Entity] at he very end of a private road in coveted Brookhaven Hamlet, this impeccably designed 4-bedroom, 2.5-bath retreat is a rare offering where privacy, style, and effortless indoor-outdoor living converge. From the moment [Redacted Entity] at he cedar-shake porch, a sense of calm and quiet sophistication sets in-you [Redacted Entity] at ome. Inside, the main living and dining area is both welcoming and dramatic, anchored by a wood-burning fireplace and framed by floor-to-ceiling glass doors that flood the space with natural light throughout the day. To the west, a custom wet bar elevates entertaining, making intimate evenings and lively gatherings equally seamless. At the heart of the home, a spacious great room unfolds around a show-stopping chef's kitchen, fully renovated in 2024. Custom cabinetry crafted by local artisans was designed with exceptional attention to design, detail, storage, and function. Marble countertops, a Wolf six-burner range and oven, Thermador refrigerator, Bosch dishwasher, and a dedicated coffee center with a built-in Miele system create a kitchen that is as beautiful as it is high-performing. The space flows effortlessly into a cozy dining nook and sun-filled den-an inviting hub for everyday living. A walk-in pantry, heated tile entryway, and stylish powder room complete this thoughtfully designed level. Privately positioned on its own wing, the primary ensuite is a true sanctuary, featuring soaring ceilings and sliding glass doors that open to a secluded veranda. Here, beneath a graceful Japanese maple, mornings begin and evenings unwind in total serenity. Upstairs, a sun-washed landing leads to three additional bedrooms and a full bath, offering comfort and flexibility for guest or family. Set on a shy half-acre, the outdoor experience is nothing short of exceptional. Lush, mature landscaping surrounds a bluestone patio, heated saltwater in-ground pool, and a fully equipped, top-of-the-line outdoor kitchen with BBQ, refrigerator, sink, and ice maker-perfect for unforgettable summer gatherings. Stepping stones lead to a tranquil, zen-like escape featuring a finished, temperature-controlled cabana with rich mahogany floors-ideal as a private office, creative studio, or guest retreat. After a day poolside or a quick trip to Fire Island just 10 minutes away by boat, rinse off in the cedar outdoor shower. As a Brookhaven Hamlet resident, eligibility for a [Redacted Entity] at quassux Marina adds yet another coveted lifestyle perk. Ideally located moments from beloved local farms-Deer Run Farm, HOG Farm, Mama Farm, and Early Girl-and just minutes to Bellport Village's shops, restaurants, theater, and art galleries, this is a rare, truly turn-key offering in an exquisite setting. Private. Refined. Effortless. A must-see home for those seeking something truly special.",1950000,1800000,2400,0,4,3,0,11719,Brookhaven
NY003138LRAM,single_family,"Welcome to a bright, updated, and move-in ready 3 bedroom, 2.5 bath home in the heart of Roslyn Heights. Set within the highly sought-after Herricks School District (school bus eligible for Searingtown Elementary and Herricks High School), this home blends comfort, style, and modern upgrades across 1800+ sq ft of sun-filled living space. Step inside to a warm Living Room with oversized windows and great natural light, flowing into a Formal Dining Room perfect for gatherings. The spacious Eat-In Kitchen features a double oven, stainless steel appliances, granite counters, and direct access to the backyard. The lower level features a cozy Family Room with fireplace, large windows, half bath, and access to the backyard and the oversized 2-car garage. Well-sized bedrooms, including a large primary bedroom with its own private full bathroom. The nicely lit basement offers more usable space including a recreation room, a large laundry room, utility room, and storage. Additional features include Central AC, 3-zone heating, and updated windows within the past few years. Recent updates: new siding, young roof, new gas boiler, EV charger, ductless AC, and more. The private backyard includes an outdoor gas BBQ grill, privacy bushes, and a gazebo, perfect for entertaining. Wide driveway and strong curb appeal. Prime location near the LIE, Northern State Parkway, and LIRR-Albertson Station. A must-see home for buyers looking to get ahead of the spring market.",1249999,1320000,1823,2,3,3,2,11577,Roslyn Heights
NY003139MJMY,multi_family,No additional info available,0,690000,3022,0,4,2,0,10703,Yonkers
NY0031402EDB,single_family,"This 1,769-square-foot farmhouse in the Southern Cayuga School District offers a functional layout and significant mechanical updates. Situated on 1.2 acres, the property provides ample green space for recreation and gardening. The interior features a practical design, including a dedicated dining room, the convenience of first-floor laundry, and a main-level bedroom. The home has been thoughtfully maintained, featuring a recently installed steel roof and a modern furnace for efficient year-round comfort. Inside, the living spaces are refreshed with updated laminate flooring and carpet throughout. Outdoor amenities include an inviting front porch, a private back deck, and a patio, offering several options for quiet relaxation. A garden shed provides additional storage for tools and equipment. This residence offers a blend of classic farmhouse character and essential contemporary improvements, providing a solid foundation for its next owner. Please note that public record calls this home 2 bedrooms. There is a third bedroom on the first floor with adequate square footage, windows, and closet space.",214900,195000,1769,0,3,2,0,13026,Aurora
NY003141OB7W,multi_family,"Investor Alert! Welcome to [Redacted Address]nue-an exceptional turn-key opportunity in the heart of highly sought-after North Buffalo. This fully updated 2-unit property features a spacious 2-bedroom lower unit and a charming 1-bedroom upper unit, each offering modern finishes and thoughtful upgrades. Both units have been freshly painted and include beautifully updated kitchens and baths, new flooring and carpeting throughout, and significant improvements to electrical and plumbing systems. The upper unit boasts a brand-new rubber roof over the porch, ideal for enjoying Buffalo's vibrant seasons with generous off-street parking adds extra convenience. All appliances are included making this a hassle-free addition to your investment portfolio. With nothing left to do but collect rent, this is a rare opportunity to own a fully performing asset in one of Buffalo's most desirable neighborhoods.",199900,220000,1482,0,3,2,0,14216,Buffalo
NY003142O7M7,condo,"Welcome to this stunning 3-bedroom, 2-bath condo offering attractive exterior curb appeal and a peaceful pond-side setting. The front of the building presents a well-maintained facade with mature landscaping and a welcoming entry, setting the tone for low-maintenance living in a desirable Amherst location. Inside, the dramatic open-concept living area impresses with soaring cathedral ceilings, a skylight that fills the space with natural light, and a cozy gas fireplace anchoring the room. The updated kitchen features granite countertops, premium stainless steel appliances, and ample cabinetry, ideal for both everyday use and entertaining. A versatile second-story loft overlooks the main living space and works well as a home office, reading nook, or flex space. All three bedrooms are generously sized, including a professionally repainted bedroom with a stylish accent wall. Two full bathrooms complete the interior layout. Head outside to your private balcony and enjoy serene pond views, offering a relaxing outdoor retreat. The property also includes a private heated basement, providing exceptional storage options. Mechanical highlights include gas heating and the heated basement, adding comfort and convenience year-round. Located near UB North Campus, Sweet Home Schools, and premier shopping [Redacted Entity] at he Boulevard, this condo delivers a perfect blend of modern comfort, scenic views, and everyday convenience.",299000,287000,1430,2,3,2,0,14228,Amherst
NY003143CLKI,multi_family,No additional info available,0,840000,1652,1,0,0,0,11412,Saint Albans
NY0031449576,condo,"Welcome to an [Redacted Entity] at utton Park, perfectly positioned along Rochester's iconic East Avenue this beautifully updated corner residence offers a rare combination of natural light, refined finishes, & effortless living in one of the city's most sought-after locations. From the moment you enter, you're drawn to the wall of windows that fills the space with soft southern & eastern light, creating a warm & inviting atmosphere throughout the day. Step out onto your private balcony overlooking historic East Avenue, where treetop views provide a peaceful escape in the heart of it all. The thoughtfully redesigned kitchen (2016) blends style & function with granite countertops, soft-close cabinetry, SS appliances, & breakfast bar -perfect for both quiet mornings & casual gatherings. The open flow into the living & dining space makes entertaining feel natural & connected while the rich engineered red oak hardwood flooring(2017) adds warmth. The primary suite offers a sense of retreat, complete with an en-suite bath and an entire wall of closets. A second bedroom with huge closet provides flexibility for guests, workspace, or additional living. A second full bath & multiple closets throughout ensure both comfort & convenience. Energy-efficient double-pane Traco windows & sliding glass door(2018), enhance comfort & quiet, allowing you to fully enjoy your surroundings while adding energy efficiency & soundproofing. One indoor ground level garage parking spot & storage unit. Sutton Park offers a full-service lifestyle with doorperson coverage 7 days a week, secure entry, & amenities designed for ease. With almost all utilities included in the HOA, daily living feels simple & seamless. Just outside your door, enjoy close proximity to Park Avenue, Wegmans, museums, dining, & cultural destinations bringing together the best of city living. Refined, light-filled, & ideally located, this is a rare opportunity to enjoy East [Redacted Entity] at ts best. Schedule your showing today and experience the lifestyle that Unit 307 has to offer. Delayed Negotiations on April 15th @ 1pm. Info/bylaws:",250000,285000,1174,0,2,2,1,14610,Rochester
NY0031457SFL,single_family,"*OPEN HOUSE* Sunday, March 8th 1-[Redacted Address] living is ready for you! This 3 bed, 2 bath cape code is tucked away on a quiet road with 94' of waterfront. Inside you'll be welcomed by an open floor plan, vaulted ceilings, Keuka Lake views, and cozy fireplace with floor to ceiling stone chimney. The first floor features two bedrooms and a full bath, while the second level offers an additional bedroom, full bath, and a loft space. The full basement is a blank canvas and ready for you to finish! New HVAC and on demand water heater done in recent years. No septic or lake water treatment system to deal with on this home due to the public utilities! This home comes move-in ready complete with furnishings. There is plenty of room to enjoy [Redacted Entity] at he deck and stone beach area. Spring is around the corner, don't wait on this one!",1100000,995000,1803,2,3,2,2,14478,Keuka Park
NY0031466JQ0,condo,No additional info available,0,459000,2132,2,3,3,1,12553,New Windsor
NY0031472VDT,single_family,No additional info available,0,900000,1711,0,3,1,0,10532,Hawthorne
NY003148ABW1,single_family,No additional info available,79900,90005,1116,0,2,1,2,14706,Allegany
NY003149QH67,single_family,No additional info available,0,630000,2433,1,3,3,1,10950,Monroe
NY0031502258,condo,"This beautiful 2-bedroom, 2 & 1/2 bath townhome truly has it all! The eat-in kitchen flows into the dining area, which opens to a spacious living room with sliders leading to a private patio and backyard - perfect for relaxing or entertaining. The upper level features a two large bedrooms & 2 full baths. A partial basement offers laundry and utilities, plus additional storage space. Enjoy all the amenities this wonderful community has to offer, including a clubhouse, pool, tennis courts, pickleball, and even a playground. Conveniently located close to everything Plainview has to offer - shopping and major highways - and located within the desirable Plainview-Old Bethpage School District",699000,711000,1456,3,2,3,0,11803,Plainview
NY003151RCNP,single_family,"Welcome to this beautifully maintained ranch in the heart of Lewiston Village, featuring charming curb appeal, a large double-wide carport, and a paved driveway. Mature trees and a welcoming exterior set the tone for comfortable living in a highly desirable location. Inside, the home is filled with natural light from abundant windows and a bright kitchen skylight. The kitchen offers warm wood cabinetry, a matching pantry, and generous storage. The flexible bedroom layout includes a third bedroom with a movable bookcase wall, easily converting the space into a formal dining room or customized living area. Newly painted living room, bathroom, and bedrooms add a fresh, move-in-ready feel, while a convenient front-entry closet enhances everyday functionality. The full basement expands the living space with a partially finished recreation room, plus ample storage, workshop space, and laundry area. There is easy direct access from the back door to both the kitchen and basement, making daily use seamless. Outdoor features include a screened sunroom and refreshed rear deck with updated structural elements, ideal for enjoying fresh air in warmer months. Mechanical updates include central air and heat, a whole-house exhaust fan, and upgraded electrical service to a full circuit breaker panel. Perfectly positioned on Lewiston's sought-after southwest side, this home is close to the Lewiston Landing Waterfront, Artpark, Center Street shops, dining, and seasonal festivals, all surrounded by trees, privacy, and a welcoming neighborhood atmosphere. Offers due: Tuesday, February 17 at 12:00 Noon.",259000,300000,1030,1,3,1,2,14092,Lewiston
NY0031527ZV6,multi_family,No additional info available,0,785400,1568,3,0,0,0,11429,Queens Village
NY003153RYNH,other,No additional info available,0,2850000,4430,3,0,0,0,11204,Brooklyn
NY003154V76F,single_family,"Enjoy peace of mind with many big-ticket updates already completed in this welcoming home located in the quaint Village of Altamont. Recent improvements include a new side-venting furnace, two-year old roof, along with newer central air conditioning, tankless on-demand hot water heater and whole-house generator. Beautiful hardwood floors highlight the living and dining rooms, creating a warm and inviting space for everyday living and entertaining. The kitchen features a pantry and plentiful storage providing great functionality. The upper level offers three bedrooms and a full bath, providing comfortable living space and a practical layout. Step outside to the Trex deck overlooking the fenced backyard - perfect for family gatherings, or simply relaxing while enjoying the neighborhood setting. The front sitting porch offers another great place to unwind and take in the charm of this walkable neighborhood. Conveniently located within walking distance to the quaint Village of Altamont, with easy access to local shops, restaurants, parks, golf courses, and nearby Thacher Park. Located in the highly regarded Guilderland school district with Blue Ribbon winning Altamont Elementary. With many of the major systems already updated, this home offers a wonderful opportunity to add your own personal touches and style over time while enjoying all that village living has to offer.",360000,360000,1300,0,3,2,2,12009,Altamont
NY003155EB7M,multi_family,No additional info available,0,1450000,3040,3,0,0,0,11213,Brooklyn
NY003156DM9O,multi_family,"Welcome to 18-[Redacted Address] - Opportunities like this don't come around often! This is a spacious, 2700+ Square Foot, LEGAL 3 FAMILY property located in the village of LYNBROOK and in the LYNBROOK SCHOOL DISTRICT (#20) offers exceptional versatility and INCOME POTENTIAL, ideal for INVESTORS OR HOMEOWNERS seeking an owner-occupied setup with additional rental income. Here is the breakdown of 18-20 Watkins! - 18 Watkins features a spacious 3 BEDROOM UNIT with a spacious Living Room, Formal Dining Room, high ceilings, hardwood floors access to back yard and basement. 20 Watkins includes two additional units - a 2 BEDROOM UNIT with an updated kitchen AND a 1 BEDROOM UNIT - creating a desirable 3/2/1 setup. The property includes a full Unfinished BASEMENT with laundry area, THREE SEPARATE METERS, THREE HEATING SYSTEMS, and THREE HOT WATER HEATERS, offering convenience and efficiency for multi-family living. A WALK UP ATTIC provides additional storage. Situated on deep property (approx 120 ft deep), this home also features a DETACHED 2 CAR GARAGE! Conveniently located near the LIRR, shopping, restaurants, and local amenities. A rare find in sought-after Lynbrook with endless potential and strong income-producing capability.",749900,921000,0,0,6,3,2,11563,Lynbrook
NY00315785LG,single_family,"Welcome to this sun-drenched split-level house in North Massapequa where location, layout, and lifestyle all come together seamlessly. The heart of the home is a spectacular main level, where an expansive living room with cathedral ceilings is bathed in natural light. This airy space flows seamlessly into the eat-in kitchen, which is perfectly positioned for both daily life and effortless entertaining. Just steps away, the transition to indoor-outdoor living is made easy with direct access to your private backyard retreat. For those seeking versatility, the home boasts three distinct living areas. The welcoming first-floor den, complete with a laundry room and half bath, is perfect for entertaining and hosting. Below, a fully finished basement with high ceilings offers a surprisingly open and comfortable environment, perfect for a media room, home gym, or play space without the typical basement feel. Upstairs consists of three bright, well-proportioned bedrooms and an updated full bath, each designed with comfort in mind. Outside, your personal oasis awaits just in time for summer: a fully fenced-in yard featuring an in-ground pool. Completing this exceptional property is a one-car garage and a location that is truly second-to-none. Moments from restaurants, shopping, parks, and transportation and more!",749999,725000,1498,2,3,2,1,11758,Massapequa
NY003158OF8M,single_family,No additional info available,0,2250000,1938,3,0,0,0,11215,Brooklyn
NY0031598EQN,multi_family,No additional info available,0,850000,2080,0,6,4,0,10701,Yonkers
NY00316050BC,condo,No additional info available,0,1237500,800,12,0,0,0,10021,New York
NY003161QD6O,single_family,No additional info available,0,895000,1516,3,0,0,0,11356,College Point
NY0031629B7U,single_family,No additional info available,0,1980000,3908,0,0,3,0,10506,Bedford
NY003163THIF,single_family,"Why pay rent when you can OWN!! Discover this beautiful 3-bedroom, 1-bath home in the heart of Rome, NY! Perfectly situated near RFA stadium, local restaurants, shops, and attractions, Griffiss Tech Park is minutes away, Woods Valley Ski lodge, Lake Delta State Park and Turning Stone Casino. This property offers both convenience and charm. Enjoy relaxing on the stunning open front porch, a perfect spot to unwind. Inside, you'll find a move-in-ready space with ample room for comfortable living. This home is ideal for those seeking a cozy, low-maintenance property in a prime location. Don't miss out on this incredible opportunity. Please note: Some photos in this listing have been virtually staged to help showcase the property's potential.",99900,111000,1408,2,3,1,0,13440,Rome
NY0031646QQU,single_family,"Welcome to this well-maintained split-level home located in the highly desirable West Genesee School District! Featuring 3 bedrooms and 1.5 baths, this home provides a functional layout with multiple living spaces perfect for everyday living and entertaining. Some of the recent updates include a new roof with a transferable warranty, pool pump and liner and a 7 year old furnace. The main level features a bright living room with hardwood floors, a formal dining room, and a spacious kitchen with an eat-in area, creating a comfortable flow for gatherings and family meals. Just a few steps down, the cozy lower-level family room showcases a wood-burning fireplace, making it the perfect place to relax during the colder months. A convenient half bath is also located on the first level. Upstairs you'll find three generously sized bedrooms including a primary bedroom with an additional vanity area, providing extra convenience during busy mornings. Step outside and enjoy the private, fully fenced, flat backyard, complete with a large patio and an in-ground pool-perfect for summer entertaining. The pool area is separately fenced for added safety and peace of mind. Shove park right around the corner! This home offers a great combination of space, comfort, and outdoor enjoyment in a sought-after location close to shopping, dining, and major conveniences including 695/690 highways. Around15- 20 minutes to any Syracuse hospital or college. Delayed showing and negotiation until Thursday 3/19 at noon.",259900,320000,1526,1,3,2,2,13219,Syracuse
NY0031658H3Z,single_family,"Welcome to this beautifully fully renovated 3-bedroom, 1 bath home! Every detail has been thoughtfully updated to provide comfort, style, and convenience. The brand-new kitchen features a spacious center island, perfect for meal prep and gatherings. A formal dining area opens directly to the deck and backyard, creating a great space for indoor-outdoor enjoyment. The completely renovated bathroom includes double sinks, generous storage, and a fresh, contemporary design. The finished basement adds even more living space, offering plenty of options for work, recreation, or relaxation, along with a laundry area and half bath for added convenience. Outside, enjoy a large backyard with a deck-ideal for entertaining or quiet evenings. With a brand-new roof (2026), new central air and a water heater updated in 2020, this property has all the updates completed. Photos were taken in the summer and do not reflect the new roof. Just unpack and start enjoying your new home!",599999,705000,1588,0,3,1,1,11706,Bay Shore
NY003166W14R,coop,"Welcome to this beautifully renovated studio / junior 1-bedroom co-op, perfectly situated in the heart of Forest Hills at 108th Street and Queens Boulevard. This thoughtfully designed home features a sleek, open layout with a spacious living area, a stylish slotted sliding door separating the sleeping area, a walk-in closet, abundant natural light, and a private terrace ideal for relaxing with open views. The Forest Hills is a financially sound, full-service cooperative offering a 24-hour doorman, live-in super, full-time maintenance staff, central air, laundry facilities, roof deck, community room, and bike/storage rooms. Indoor parking ($215) and outdoor parking ($180) are also available (waitlist). Unbeatable location just steps from the 71st Avenue express subway stop, offering E/F express and R/M local trains, LIRR, shopping, dining, and all neighborhood essentials - including Trader Joe's - right nearby. Don't miss the chance to own this move-in ready home in one of Queens' most vibrant and convenient communities!",335000,333000,550,1,1,1,0,11375,Forest Hills
NY003167RAHQ,condo,No additional info available,0,610000,774,8,0,0,0,11373,Elmhurst
NY003168JZ9R,single_family,"Welcome home to this beautifully maintained Colonial in a highly desirable neighborhood with a convenient location! Offering wonderful curb appeal, the home features a charming covered front porch and has been lovingly cared for by its original owner. Inside, you'll find a stunning updated kitchen with beautiful cabinetry, granite countertops, stainless steel appliances, updated flooring, and modern lighting. The interior also boasts gleaming hardwood floors, updated bathrooms, plantation blinds on the first floor, and new blinds upstairs (2024). Step outside to your backyard oasis complete with a spacious deck, retractable awning, and beautifully maintained yard-perfect for relaxing or entertaining. Major updates completed between 2013-2020 include replacement windows, roof, garage door and opener, HVAC systems, a generator panel connection, leaf guards, and a Rain Bird lawn sprinkler system. This is a wonderful opportunity to own a truly move-in ready home! Delayed negotiations until Wednesday, April 15th at 12 noon.",375000,418000,1952,2,4,3,2,14580,Webster
NY003169MA18,multi_family,No additional info available,0,1230000,2080,2,0,0,0,11421,Woodhaven
NY00317013X2,multi_family,No additional info available,0,343000,1496,2,4,2,0,12477,Saugerties
NY0031712VIM,single_family,No additional info available,0,825000,1968,0,3,3,0,10598,Yorktown Heights
NY0031722500,single_family,"Welcome to your new home.. Say hello to [Redacted Address]. Nestled in the heart of Webster, in a quiet desirable neighborhood cul-de-sac, this stunning 4 bed, 2.2 bath home has everything you'll want & more ! Professionally landscaped with classic curb appeal, this charming home invites you in, stepping into the bright open foyer full of beautiful natural lighting. Freshly painted interior, Gleaming hardwoods & modern decor flow effortlessly into the expansive living room, offering [Redacted Entity] at ts best. Relax at home w/ company of friends with warm ambience sitting by the cozy fireplace. Enjoy an open concept feel with sprawling living space & tons of upgrades. A bonus flex room provides a perfect space to create your own little oasis. Fall in love with the stunning open modern kitchen. BOASTING impressive space & size, you'll find plenty of cabinetry & countertop space (floating island too) making the perfect set up for cooking while entertaining family & friends. NEW: lighting, flooring, travertine backsplash w/ Appliances too! [Redacted Entity] at ome in the elegant formal dining room w/ plenty of room & addtl countertop seating! 1st floor powder room & separate side garage access. Newer sliders lead out to the expansive multi level deck, overlooking the large private wooded backyard, perfect for outdoor summer get-together's! Enjoy relaxing in the comfort & privacy of your own home while enjoying natures beauty outdoors. Upstairs, find 4 spacious bedrooms w/ closets & 2 spacious full bath(s) The primary offers an impressive look w/ generous sizing, plush carpeting & dbl door closet. Enjoy your own newly remodeled private full bath -NEW lighting, flooring, vanity, floor to ceiling tiled walk in shower & linen storage too! WOW!! With the full partially finished basement, Bring your visions to life to create a perfect space for rec room, fitness center or home office! The possibilities here are endless!! Solid, well maintained mechanics, central air & spacious 2 car garage (w/ electric) & shed for all your storage needs! This one will not last long! Delayed negotiations to Monday, April 13th @ 11am. Please make life of offer good for 24 hours",269900,420000,1584,2,4,4,2,14580,Webster
